Date,EURUSD=X,GOOG,MC.PA,MSFT,SAN.MC,TEF.MC,TSLA,bund_10y,spain_10y,us_30y
2025-11-11,1.1557220220565796,291.3445129394531,617.4161987304688,505.47869873046875,9.197903633117676,3.521348476409912,439.6199951171875,769.3029414108375,732.4912951135034,254.0737831593345
2025-11-12,1.1587486267089844,287.04034423828125,631.3663330078125,507.9232177734375,9.449860572814941,3.492587089538574,430.6000061035156,770.120252297314,734.0552165077554,254.8761015627817
2025-11-13,1.159218668937683,278.74163818359375,621.2207641601562,500.12261962890625,9.436027526855469,3.5616142749786377,401.989990234375,767.0583845817541,730.7185591836666,251.97106560738496
2025-11-14,1.1631964445114136,276.60455322265625,621.4158935546875,506.96923828125,9.180118560791016,3.5779125690460205,404.3500061035156,764.8805989258672,728.2446523311658,248.81501311741187
2025-11-17,1.1615345478057861,285.2128601074219,608.7339477539062,504.296142578125,8.991397857666016,3.5759949684143066,408.9200134277344,765.148725111709,729.0211717133603,249.52869262032164
2025-11-18,1.159057378768921,284.5736999511719,596.3446044921875,490.6824035644531,8.668299674987793,3.482041120529175,401.25,765.4095024727688,728.8093034127721,249.17158883591134
2025-11-19,1.1581177711486816,292.59283447265625,594.6862182617188,484.0543518066406,8.813546180725098,3.470536708831787,403.989990234375,765.3498876006169,729.4451115947592,248.3878181674219
2025-11-20,1.154068112373352,289.5869445800781,604.4415893554688,476.308837890625,8.815522193908691,3.4667017459869385,395.2300109863281,764.6721277908889,727.8919897815941,249.81475639776886
2025-11-21,1.1534557342529297,299.2438049316406,607.7584228515625,470.0268249511719,8.699918746948242,3.5223071575164795,391.0899963378906,766.2670309618717,729.0211717133603,251.03431323669497
2025-11-24,1.1507612466812134,318.0382995605469,606.4901733398438,471.89849853515625,8.722643852233887,3.504091501235962,417.7799987792969,766.3416485853951,729.9400509003759,253.7826784603741
2025-11-25,1.1520073413848877,323.2012939453125,604.14892578125,474.8752136230469,8.92816162109375,3.574077606201172,419.3999938964844,768.1498344468804,732.2073397382393,255.16850241210014
2025-11-26,1.156483769416809,319.8458557128906,610.0996704101562,483.3475341796875,9.103049278259277,3.5855822563171387,426.5799865722656,768.0525813041347,733.2017136479361,256.1946380009515
2025-11-28,1.1599851846694946,319.68603515625,619.9525756835938,489.82867431640625,9.132691383361816,3.5807883739471436,430.1700134277344,766.7671216901659,732.2073397382393,254.21946487960378
2025-12-01,1.1601465940475464,314.6928405761719,626.9764404296875,484.5820007324219,9.184070587158203,3.516554832458496,430.1400146484375,762.4572674964326,727.8214798172688,249.02889522576737
2025-12-02,1.1607661247253418,315.59161376953125,625.9924926757812,487.82757568359375,9.31844711303711,3.482041120529175,429.239990234375,762.2866154783943,727.9625072599512,249.17158883591134
2025-12-03,1.1627906560897827,320.1853942871094,620.1871337890625,475.6119689941406,9.204819679260254,3.482999801635742,446.739990234375,762.6873432333363,728.3857699736791,250.31618371828137
2025-12-04,1.1666841506958008,317.9584045410156,622.9421997070312,478.70819091796875,9.368839263916016,3.4954631328582764,454.5299987792969,760.8710838268069,726.4832170000689,247.5357004713636
2025-12-05,1.1642799377441406,321.65338134765625,618.0223999023438,481.01788330078125,9.347101211547852,3.51847243309021,455.0,758.6904697914152,725.1476604507377,245.55915262427868
2025-12-08,1.164022445678711,314.2286376953125,615.1690063476562,488.8430480957031,9.37674331665039,3.482041120529175,439.5799865722656,753.8000198279608,720.4595763497626,243.87795090437436
2025-12-09,1.1641442775726318,317.52630615234375,606.4117431640625,489.8385925292969,9.410337448120117,3.4887521266937256,445.1700134277344,754.8780737822309,721.9952606446964,244.3670691868204
2025-12-10,1.1628313064575195,320.7740173339844,608.8716430664062,476.43829345703125,9.486417770385742,3.4973807334899902,451.45001220703125,754.555213227204,721.4364137771468,245.2781228581235
2025-12-11,1.1701242923736572,313.4791564941406,615.1690063476562,481.3265075683594,9.66130542755127,3.5203895568847656,446.8900146484375,755.3406159838129,723.1843920116073,245.69979225882977
2025-12-12,1.1739431619644165,310.3013916015625,614.480224609375,476.4084167480469,9.517048835754395,3.5606555938720703,458.9599914550781,754.2031749390916,722.1350467547466,240.9644087967684
2025-12-15,1.1737639904022217,309.10223388671875,616.0545043945312,472.7148742675781,9.755172729492188,3.482999801635742,475.30999755859375,754.9588126628348,722.6245326326828,241.37841712908107
2025-12-16,1.1754610538482666,307.51336669921875,626.2876586914062,474.2779235839844,9.699840545654297,3.4579999446868896,489.8800048828125,755.2671757760369,723.9549778744702,243.3898441933984
2025-12-17,1.1749500036239624,297.85015869140625,621.564697265625,474.00909423828125,9.753196716308594,3.490000009536743,467.260009765625,753.9759128990175,722.9044027038263,243.04181467579986
2025-12-18,1.1742326021194458,303.5361633300781,627.1732788085938,481.8342590332031,9.875716209411621,3.4800000190734863,483.3699951171875,755.0836096176257,724.3055427179271,244.9974254241421
2025-12-19,1.1725666522979736,308.3927307128906,621.564697265625,483.7656555175781,9.851015090942383,3.4200000762939453,481.20001220703125,751.9047096277274,720.8780426941801,243.04181467579986
2025-12-22,1.1708093881607056,311.1108093261719,617.62890625,482.7701110839844,9.820384979248047,3.4189999103546143,488.7300109863281,751.035649486392,719.9020368268597,242.0008083106756
2025-12-23,1.1765950918197632,315.457763671875,617.2352905273438,484.6915283203125,9.8826322555542,3.436000108718872,485.55999755859375,753.9392647864432,723.3944622748236,242.83324384133294
2025-12-24,1.179551362991333,315.4477844238281,621.958251953125,485.8563232421875,9.86978816986084,3.444999933242798,485.3999938964844,753.770708704677,723.3244313965538,245.34834912766402
2025-12-29,1.1772738695144653,314.168701171875,623.0406494140625,484.9404296875,9.847062110900879,3.4739999771118164,459.6400146484375,756.8037108739601,725.9908553107484,244.71705991667267
2025-12-30,1.1772878170013428,314.32855224609375,629.042724609375,485.3187255859375,10.00515365600586,3.505000114440918,454.42999267578125,754.7753289434723,723.4645006114459,244.08744903344547
2025-12-31,1.1747292280197144,313.5790710449219,634.6513061523438,481.4758605957031,9.949820518493652,3.493000030517578,449.7200012207031,754.1151935990869,723.3244313965538,242.9027468944655
2026-01-02,1.175046682357788,315.0980224609375,631.5026245117188,470.84320068359375,10.12964916229248,3.4809999465942383,438.07000732421875,751.4298759011532,720.1110585105321,240.551134192867
2026-01-05,1.1704667806625366,317.09661865234375,632.486572265625,470.7536315917969,10.202766418457031,3.4609999656677246,451.6700134277344,753.331192268785,722.7644527671383,241.24033274330645
2026-01-06,1.1714951992034912,314.32855224609375,634.0609741210938,476.3885192871094,10.186957359313965,3.421999931335449,432.9599914550781,755.2671757760369,724.586129040757,240.4135388102624
2026-01-07,1.1688251495361328,322.2030029296875,619.2031860351562,481.3265075683594,10.009105682373047,3.4860000610351562,431.4100036621094,758.1371730607054,726.2721598854233,243.94776296135194
2026-01-08,1.1676785945892334,325.7804870605469,624.3197631835938,475.9902648925781,10.090126037597656,3.4539999961853027,435.79998779296875,756.5682291405412,725.6393931218431,240.9644087967684
2026-01-09,1.1657865047454834,328.9082946777344,641.6373291015625,477.15509033203125,10.12964916229248,3.4179999828338623,445.010009765625,756.8110709771139,726.2018225029761,243.66863857408515
2026-01-12,1.1623716354370117,332.4957580566406,637.8983154296875,475.06439208984375,10.21462345123291,3.437000036239624,448.9599914550781,758.5945332101497,727.7509773661029,242.2086403605184
2026-01-13,1.1666978597640991,336.1931457519531,636.2255859375,468.5832824707031,10.358880996704102,3.3540000915527344,447.20001220703125,757.7095946022007,726.6239592246314,243.04181467579986
2026-01-14,1.164252758026123,336.0732421875,627.6652221679688,457.34332275390625,10.364808082580566,3.4070000648498535,439.20001220703125,760.0571684712817,728.6680955074871,245.34834912766402
2026-01-15,1.1646324396133423,332.92547607421875,615.6609497070312,454.6353759765625,10.414212226867676,3.377000093460083,438.57000732421875,757.3927680100564,728.950541419644,245.98132128498028
2026-01-16,1.1609008312225342,330.1074523925781,599.4257202148438,457.8211669921875,10.410260200500488,3.3369998931884766,437.5,755.8843177256025,728.3152073927844,242.2086403605184
2026-01-20,1.1639139652252197,321.9331970214844,560.8546142578125,452.5048828125,10.204742431640625,3.2909998893737793,419.25,754.261835438568,725.9908553107484,236.66136456942883
2026-01-21,1.1727865934371948,328.1488342285156,575.810791015625,442.1410217285156,10.200790405273438,3.2360000610351562,431.44000244140625,752.9578249413676,724.375678092026,240.13859197515117
2026-01-22,1.1672970056533813,330.6070861816406,586.142333984375,449.1398620605469,10.50511360168457,3.306999921798706,449.3599853515625,752.5773462546342,725.2881180863395,241.58569686352885
2026-01-23,1.1754610538482666,328.19879150390625,581.9113159179688,463.8841857910156,10.352952003479004,3.369999885559082,449.05999755859375,751.1378344843241,724.8668349331645,242.76376133819292
2026-01-26,1.1858457326889038,333.35516357421875,578.5658569335938,468.19500732421875,10.526851654052734,3.384000062942505,435.20001220703125,753.6095199352486,727.6099949997493,244.64702035583406
2026-01-27,1.1876484155654907,334.76416015625,579.844970703125,478.4493103027344,10.659252166748047,3.3469998836517334,430.8999938964844,753.4556932974735,727.3985777770765,242.6248579567969
2026-01-28,1.2017642259597778,336.04327392578125,534.091064453125,479.49468994140625,10.471519470214844,3.381999969482422,431.4599914550781,754.7386380862598,728.4563400747224,240.8954787790371
2026-01-29,1.1977769136428833,338.4216003417969,533.697509765625,431.57806396484375,10.499186515808105,3.3959999084472656,416.55999755859375,756.4284499965347,729.7278888361843,241.24033274330645
2026-01-30,1.19657301902771,338.29168701171875,538.1253051757812,428.38232421875,10.651347160339355,3.4149999618530273,430.4100036621094,755.4140640469129,728.8799186530724,240.0012404234393
2026-02-02,1.1849182844161987,344.6571960449219,529.6632080078125,421.49298095703125,10.916150093078613,3.450000047683716,421.80999755859375,753.8220039932115,727.6099949997493,237.4748271903268
2026-02-03,1.1798714399337769,340.4601745605469,520.512451171875,409.3868713378906,10.953696250915527,3.4660000801086426,421.9599914550781,752.167836475504,725.9908553107484,237.67864393260515
2026-02-04,1.1816140413284302,333.1053161621094,527.49853515625,412.3536682128906,10.57230281829834,3.6589999198913574,406.010009765625,754.1371878756214,727.5395150828183,237.0677353403715
2026-02-05,1.180163860321045,331.09674072265625,529.5648803710938,391.9246520996094,10.341094970703125,3.628000020980835,397.2099914550781,755.5022120929493,728.3152073927844,240.61996239714898
2026-02-06,1.177786946296692,322.87255859375,527.596923828125,399.3615417480469,10.532779693603516,3.61899995803833,411.1099853515625,755.1937434226699,728.174104787946,241.1713211628847
